product|brand|categories|price
Leche infantil de crecimiento en polvo Nan optipro 4 lata 800 gr|Nan optipro 4|Alimentación infantil|49.50
Leche infantil de crecimiento en polvo Nativa 3 sin aceite de palma 800 g.|Nativa|Alimentación infantil|37.50
Leche infantil de crecimiento y desarrollo desde 3 años con cacao y cereales Puleva Max sin aceite de palma pack de 3 briks de 200 ml.|Puleva Max|Alimentación infantil|7.50
Leche infantil para lactantes con regurgitaciones Nan Expert AR lata 800 g.|Nan Expert AR|Alimentación infantil|67.50
Leche infantil para lactantes desde el primer día Almirón Advance 1 800 g.|Almirón|Alimentación infantil|70.50
Leche infantil para lactantes desde el primer día en polvo Almirón Advance 1 400 g.|Almirón|Alimentación infantil|37.50
Leche infantil para lactantes desde el primer día Enfamil Complete 800 g.|Enfamil Complete|Alimentación infantil|76.50
Leche infantil para lactantes en polvo Nan Optipro 1 lata 800 g.|Nan Optipro|Alimentación infantil|55.50
Leche infantil para lactantes en polvo Nativa 1 lata sin aceite de palma 800 g.|Nativa|Alimentación infantil|40.50
NATIVA leche infantil 2 bote 800 gr|NATIVA|Alimentación infantil|37.50
NATIVA leche infantil inicio 1 star bote 800 gr|NATIVA|Alimentación infantil|40.50
NESTLE Energy leche crecimiento con galleta maría +2 años envase 1 lt|NESTLE|Alimentación infantil|5.85
NESTLE Junior leche crecimiento cereales +12 meses envase 1 lt|NESTLE|Alimentación infantil|5.55
NESTLE Junior leche crecimiento original +12 meses envase 1 lt|NESTLE|Alimentación infantil|5.55
NESTLE manzana y melocotón pouch 90 gr|NESTLE|Alimentación infantil|3.45
NESTLE Naturnes manzana plátano y avena pouch 90 gr|NESTLE|Alimentación infantil|3.75
NESTLE Naturnes manzana y plátano pouch 90 gr|NESTLE|Alimentación infantil|3.45
NESTLE Naturnes multifrutas pouch 90 gr|NESTLE|Alimentación infantil|3.45
NESTLE Naturnes plátano, naranja y galleta pouch 90 gr|NESTLE|Alimentación infantil|3.75
NESTLE Naturnes puré de manzana y plátano bio tarrito 190 gr|NESTLE|Alimentación infantil|4.65
NESTLE papilla 8 cereales caja 900 gr|NESTLE|Alimentación infantil|16.50
NESTLE papilla 8 cereales galleta caja 600 gr|NESTLE|Alimentación infantil|12.60
NESTLE papilla de cereales SIN GLUTEN caja 500 gr|NESTLE|Alimentación infantil|11.40
NESTLE Yogolino fresa pouch 90 gr|NESTLE|Alimentación infantil|3.75
NESTLE Yogolino plátano pack 4x100 gr|NESTLE|Alimentación infantil|8.55
NESTLE Yogolino plátano y melocotón pack 6x60 gr|NESTLE|Alimentación infantil|8.85
NIDINA leche 1 inicio premium bote 800 gr|NIDINA|Alimentación infantil|55.50
NIDINA leche infantil 3 bote 800 gr|NIDINA|Alimentación infantil|49.50
Papilla cinco frutas +4 meses Hacendado|Hacendado|Alimentación infantil|3.60
Papilla crema de verduras con rape Hero baby buenas noches +8 meses|Hero baby|Alimentación infantil|5.55
Papilla cuatro frutas con avena +8 meses Hacendado|Hacendado|Alimentación infantil|3.75
Papilla cuatro frutas con yogur +6 meses Hacendado|Hacendado|Alimentación infantil|4.05
Papilla cóctel tropical +8 meses Hacendado|Hacendado|Alimentación infantil|3.75
Papilla fresa y plátano +8 meses Hacendado|Hacendado|Alimentación infantil|3.75
Papilla fruta variada +4 meses Hacendado|Hacendado|Alimentación infantil|3.45
Papilla Infantil Blevit Plus Duplo 8 Cereales Bizcocho Naranja 600 gr|Blevit|Alimentación infantil|19.50
Papilla Infantil Blevit Plus Sin Gluten 600 gr|Blevit|Alimentación infantil|17.40
Papilla Infantil desde 12 meses 8 cereales Blevit 600 g.|Blevit|Alimentación infantil|18.60
Papilla infantil desde 12 meses 8 Cereales con Cacao Nestlé 600 g.|Nestlé|Alimentación infantil|13.50
Papilla infantil desde 12 meses de cereales con cacao y galletas María Nutribén 500 g.|Nutribén|Alimentación infantil|14.40
Papilla infantil desde 4 meses de arroz sin azúcar añadido Nestlé Nestum sin gluten y sin aceite de palma 250 g.|Nestlé, Nestlé Nestum|Alimentación infantil|7.50
Papilla infantil desde 4 meses de cereales sin azúcar añadido Nestlé Nestum sin gluten y sin aceite de palma 650 g.|Nestlé Nestum|Alimentación infantil|15.60
Papilla infantil desde 6 meses 8 Cereales con Galleta María  Nestlé 1200 g.|Nestlé|Alimentación infantil|25.50
Papilla infantil desde 6 meses 8 cereales sin azúcar añadido Nestlé sin aceite de palma 2400 g.|Nestlé|Alimentación infantil|46.50
Papilla infantil desde 6 meses 8 Cereales sin azúcares añadidos Hero Baby sin lactosa sin aceite de palma 820 gr|Hero Baby|Alimentación infantil, Salud|17.85
Papilla infantil desde 6 meses de 8 cereales integrales sin azúcar añadido Blevit plus Superfibra 600 g.|Blevit plus|Alimentación infantil, Salud|19.50
Papilla infantil desde 6 meses de 8 cereales integrales sin azúcar añadido Nestlé Nestum sin aceite de palma 1100 g.|Nestlé Nestum|Alimentación infantil|24.60
Papilla infantil desde 6 meses de cereales y plátano sin azúcares añadidos Nestlé 330 g.|Nestlé|Alimentación infantil|10.50
Papilla infantil desde 6 meses multicereales integrales sin azúcar añadido ecológica Hipp 400 g.|Hipp|Alimentación infantil|13.50
Papilla infantil desde los 5 meses  8 Cereales Damira sin lactosa 600 g|Damira|Alimentación infantil|17.40
Papilla instantánea 8 cereales con galleta María Nestlé +6 meses|Nestlé|Alimentación infantil|12.60
Papilla instantánea 8 cereales con miel Nestlé +6 meses|Nestlé|Alimentación infantil|12.60
Papilla instantánea 8 cereales Nestlé +6 meses|Nestlé|Alimentación infantil|12.60
Papilla instantánea con cereales sin gluten Nestlé +4 meses|Nestlé|Alimentación infantil|11.40
Papilla lentejas con verduritas Hero baby recetas caseras +8 meses|Hero baby|Alimentación infantil|5.55
Papilla verduritas con delicias de pavo Hero baby natur +6 meses|Hero baby natur|Alimentación infantil|5.25
Papilla verduritas con pollo Hero baby buenas noches +6 meses|Hero baby|Alimentación infantil|5.25
Papilla zanahorias baby con ternera Hero baby +6 meses|Hero baby|Alimentación infantil|5.25
Postre Lácteo con frutas variadas y queso fresco desde 8 meses Nestlé Yogolino sin gluten sin aceite de palma pack de 4 unidades de 100 g.|Nestlé Yogolino|Alimentación infantil|9.60
Postre lácteo de fresa y plátano desde 6 meses sin azúcares añadidos Nestlé Yogolino sin gluten sin aceite de palma pack de 4 unidades de 100 g.|Nestlé Yogolino|Alimentación infantil|9.60
Postre lácteo fresa desde 8 meses Nestlé Yogolino sin gluten sin aceite de palma pack de 8 undidades de 100 g.|Nestlé Yogolino|Alimentación infantil, Postres|16.50
Postre lácteo infantil de plátano Yogolino +6 meses|Yogolino|Alimentación infantil, Postres|2.55
Postre lácteo infantil sabor natural Yogolino +6 meses|Yogolino|Alimentación infantil|2.55
Postre lácteo natural desde 6 meses Nestlé Yogolino sin gluten sin aceite de palma pack de 8 unidades de 100 g.|Nestlé Yogolino|Alimentación infantil|16.50
Postre lácteo suave y cremoso de fresa y frambruesa desde 8 meses Nestlé Yogolino sin gluten sin aceite de palma pack de 6 unidades de 60 g.|Nestlé Yogolino|Alimentación infantil, Lácteos|11.40
Postre lácteo suave y cremoso de plátano y melocotón desde 6 meses Nestlé Yogolino pack de 6 unidades 60 g.|Nestlé Yogolino|Alimentación infantil|11.40
Pouch de cereza, açai y amaranto ecológico Smileat sin gluten y sin lactosa 100 g|Smileat|Alimentación infantil, Salud|4.95
Pouch de Frutas Variadas Ecológico Smileat 100 g|Smileat|Alimentación infantil|4.65
Preparado de fresa sin azúcar añadido desde 6 meses ecológico My Carrefour Baby Bio sin gluten pack de 4 bolsitas de 100 g.|My Carrefour Baby Bio|Alimentación infantil|11.85
Preparado de frutas mediterráneo Hero Nanos sin gluten bolsita de 100 g.|Hero Nanos|Alimentación infantil|3.75
Preparado de manzana, pera y membrillo ecológico Naturnes Bio pack de 4 unidades de 90 g.|Naturnes Bio|Alimentación infantil|11.55
Preparado de pera, plátano, naranja y galleta desde 6 meses Fruta & Go Nutriben bolsita de 90 gr|Nutriben|Alimentación infantil|3.75
Preparado de plátano y fresa sin azúcar añadido Hero Mi fruta pack de 4 bolsitas de 100 g.|Hero|Alimentación infantil, Zumos|11.55
Preparado laxante con ciruela, tamarindo y kiwi Blevit L 150 g.|Blevit L|Alimentación infantil|25.50
Preparado lácteo con cereales crecimiento Hacendado +1 año|Hacendado|Alimentación infantil|4.65
Preparado lácteo con cereales crecimiento Peques 3 Puleva|Puleva|Alimentación infantil|4.95
Preparado lácteo crecimiento +1 año Hacendado|Hacendado|Alimentación infantil|4.35
Preparado lácteo crecimiento Junior Nestlé|Nestlé|Alimentación infantil|5.25
Preparado lácteo crecimiento Peques 3 Puleva|Puleva|Alimentación infantil|4.95
Preparado lácteo crecimiento sabor a cereales Junior Nestlé|Nestlé Junior|Alimentación infantil|5.55
PULEVA Peques3 multifrutas pack 3 unidades 200 ml|PULEVA|Alimentación infantil|7.50
Tarrito de arroz blanco con supremas de merluza desde 8 meses sin sal añadida Hero Baby natur sin aceite de palma pack de 6 unidades de 235 g.|Hero Baby|Alimentación infantil|28.50
Tarrito de crema de calabacín con Jamón y Quesito desde 6 meses Hero Baby Cocina Mediterránea pack de 2 unidades de 190 g.|Hero Baby|Alimentación infantil|7.50
Tarrito de frutas variadas desde 4 meses sin azúcar añadido Hero Baby natur pack de 6 unidades de 235 g.|Hero Baby|Alimentación infantil|25.50
Tarrito de frutas variadas desde 4 meses sin azúcar añadido Hero Baby pack de 2 unidades de 130 g.|Hero Baby|Alimentación infantil|6.30
Tarrito de garbanzos con verduritas desde 8 meses ecológico Carrefour Baby Bio pack de 2 unidades de 200 g|Carrefour Baby Bio|Alimentación infantil|3.00
Tarrito de guisantes con jamón cocido desde 6 meses Hero Baby Buenas noches pack de 2 unidades de 190 g.|Hero Baby|Alimentación infantil|3.00
Tarrito de guisantes con jamón desde 6 meses ecológico Carrefour Baby Bio pack de 2 unidades de 200 g|Carrefour Baby Bio|Alimentación infantil|10.50
Tarrito de macedonia de frutas con cereales desde 6 meses Nutribén 250 g.|Nutribén|Alimentación infantil|5.55
Tarrito de macedonia de frutas desde 6 meses Nutribén 250 g.|Nutribén|Alimentación infantil|5.25
Tarrito de manzana golden y plátano desde 4 meses Hero Baby Fruta pack de 4 unidades de 100 g.|Hero Baby|Alimentación infantil|11.55
Tarrito de manzana y naranja ecológico Smileat 130 g.|Smileat|Alimentación infantil|4.95
Tarrito de manzana y plátano ecológico Carrefour Baby Bio 200 g.|Carrefour Baby Bio|Alimentación infantil|5.25
Tarrito de Melocotón con Platano y Pera Ecológico Carrefour Baby Bio desde 6 meses pack de 2 unidades de 200 g.|Carrefour Baby Bio|Alimentación infantil|10.50
Tarrito de melocotón, plátano y pera desde 6 meses ecológico Carrefour Baby Bio sin gluten 200 g.|Carrefour Baby Bio|Alimentación infantil|5.25
Tarrito de menestra de cordero a la crema desde 6 meses Hero Baby pack de 2 unidades de 190 g.|Hero Baby|Alimentación infantil|7.80
Tarrito de naranja, plátano y galleta desde 6 meses sin azúcar añadido Hero Baby Merienda sin aceite de palma pack de 6 unidades de 190 g.|Hero Baby|Alimentación infantil|25.50
Tarrito de pera y manzana desde 4 meses ecológico Hero Baby Solo 120 g.|Hero Baby Solo|Alimentación infantil|4.65
Tarrito de pera, plátano y zanahoria desde 4 meses ecológico Hero Baby Solo 120 g.|Hero Baby Solo|Alimentación infantil|4.65
Tarrito de pollo con arroz desde 6 meses sin sal añadida Hero Baby natur sin aceite de palma pack de 6 unidades de 235 g.|Hero Baby|Alimentación infantil|28.50
Tarrito de pollo con verduritas Hero desde 6 meses Hero Baby Buenas Noches pack de 2 unidades de 190 g.|Hero Baby|Alimentación infantil|7.50
Tarrito de ternera con verduras desde 6 meses ecológico Smileat sin gluten 230 g.|Smileat|Alimentación infantil|6.60
Tarrito de verduras con jamón y ternera desde 6 meses Hero Baby 235 g.|Hero Baby|Alimentación infantil|4.95
Tarrito de verduras con lubina y merluza desde 8 meses ecológico Smileat sin gluten 230 g.|Smileat|Alimentación infantil, Salud|7.20
Tarrito de verduras con merluza desde 8 meses Hero Baby 235 g.|Hero Baby|Alimentación infantil|5.25
Tarrito de verduras con pavo desde 6 meses Hero Baby 235 g.|Hero Baby|Alimentación infantil|4.95
Tarrito de verduras con pollo y ternera desde 6 meses Hero Baby 235 g.|Hero Baby|Alimentación infantil|4.95
Tarrito de verduras con ternera y arroz en trocitos desde 10 meses Hero Baby sin aceite de palma 235 ml.|Hero Baby|Alimentación infantil|5.25
Tarrito de verduritas con dorada desde 8 meses ecológico Carrefour Baby Bio sin gluten pack de 2 unidades de 200 g.|Carrefour Baby Bio|Alimentación infantil|11.40
Tarrito de verduritas con pavo desde 6 meses ecológico Carrefour Baby Bio pack de 2 unidades de 200 g|Carrefour Baby Bio|Alimentación infantil|10.50
Tarrito de verduritas con ternera desde 6 meses ecológico Carrefour Baby Bio pack de 2 unidades de 200 g|Carrefour Baby Bio|Alimentación infantil|10.50
Tarrito de verduritas variadas desde 4 meses ecológico Carrefour Baby Bio pack de 2 unidades de 200 g|Carrefour Baby Bio|Alimentación infantil|9.60
Tarrito de zanahorias con arroz en caldo desde 4 meses Hero Baby 235 g.|Hero Baby|Alimentación infantil|4.65
Tarrrito de ternera con judías verdes y zanahorias desde 6 meses Nutribén 235 g.|Nutribén|Alimentación infantil|5.25
Yogur con fresa Hero Nanos Mi Merienda sin gluten bolsita de 100 g.|Hero Nanos|Alimentación infantil, Lácteos|3.75
Yogur con tres frutas sin azúcar añadido desde los 6 meses Mi primer Danone pack de 4 unidades de 100 g.|Mi primer Danone|Alimentación infantil|9.60
Yogur de manzana y fresa ecológica Hero Solo bolsita 100 g,|Hero Solo|Alimentación infantil|4.05
Yogur natural sin azúcar añadido desde los 6 meses Mi primer Danone pack de 4 unidades de 100 g.|Mi primer Danone|Alimentación infantil|8.55
Almendra frita sal con romero tarrina 190 g|(Sin marca)|Aperitivos y snacks, Frutos secos|10.50
Almendra largueta piel frita Carrefour tarrina 250 g|Carrefour|Aperitivos y snacks|12.60
Almendra tostada con sal Hacendado|Hacendado|Aperitivos y snacks, Frutos secos|8.40
Almendras crudas Carrefour 200 g.|Carrefour|Aperitivos y snacks, Frutos secos|9.60
Almendras fritas y saladas Carrefour 200 g.|Carrefour|Aperitivos y snacks|10.20
Almendras Hacendado chocolate negro|Hacendado|Aperitivos y snacks, Frutos secos|7.50
Almendras tostadas sin sal Almond Wonderful 200 g.|Almond Wonderful|Aperitivos y snacks, Frutos secos|13.50
Anacardo crudo Carrefour 200 g.|Carrefour|Aperitivos y snacks|11.40
Anacardo frito Hacendado|Hacendado|Aperitivos y snacks, Frutos secos|7.80
Anacardos crudos ecológicos Medina 100 g.|Medina|Aperitivos y snacks|9.60
Anacardos fritos y salados Carrefour 200 g.|Carrefour|Aperitivos y snacks|11.85
Anillos de maiz Kaskys Tosfrit|Tosfrit|Aperitivos y snacks|3.60
Aperitivo de maíz crujiente con cacahuetes Carrefour 90 g.|Carrefour|Aperitivos y snacks|3.30
Aperitivo de maíz enrollado sabor lima picante Eagle Takis 150 g.|Eagle Takis|Aperitivos y snacks|5.85
Aperitivo de patata japanese bbq tereyaki Pringles 160 g.|Pringles|Aperitivos y snacks|7.95
Aperitivo de patata sabor ketchup Apetinas Tosfrit sin gluten 35 g.|Tosfrit|Aperitivos y snacks|1.95
Aperitivo de patata sabor original Gurma Chips Surf sin gluten 160 g.|Gurma Chips Surf|Aperitivos y snacks|6.60
Aperitivo de patata sabor paprika Pringles 200 g.|Pringles|Aperitivos y snacks|8.55
Aperitivo sabor mantequilla Jumpers 100 g.|Jumpers|Aperitivos y snacks|3.60
Aperitivos de maíz Doritos Bits 115 g.|Doritos Bits|Aperitivos y snacks|4.50
Aros de cebolla rebozados Hacendado ultracongelados|Hacendado|Aperitivos y snacks, Congelados|5.55
Aros de maíz sabor barbacoa Facundo chaskis sin gluten 100 g.|Facundo|Aperitivos y snacks|3.75
Avellana repelada tostada sin sal Carrefour tarrina 225 g|Carrefour|Aperitivos y snacks, Frutos secos|13.50
Bombitas de maíz sabor mantequilla Hacendado|Hacendado|Aperitivos y snacks|3.45
Cacahuete cascara tostado salado Carrefour bl/250 g|Carrefour|Aperitivos y snacks|3.75
Cacahuete frito con piel Hacendado|Hacendado|Aperitivos y snacks|4.05
Cacahuetes fritos con miel Eagle 75 g.|Eagle|Aperitivos y snacks|2.85
Cacahuetes salados Frit Ravich sin gluten 200 g.|Frit Ravich|Aperitivos y snacks|5.55
Cacahuetes tostados y salados 250 g.|(Sin marca)|Aperitivos y snacks|3.45
Cocktail de aperitivos Frit Ravich 120 g.|Frit Ravich|Aperitivos y snacks|4.35
Cocktail de aperitivos Frit Ravich 325 g.|Frit Ravich|Aperitivos y snacks|8.85
Cocktail de frutos secos crudos Borges sin gluten 130 g.|Borges|Aperitivos y snacks|8.55
Cocktail de frutos secos ecológicos Paño 90 g.|Paño|Aperitivos y snacks|6.60
Cocktail de frutos secos Frit Ravich 1 kg.|Frit Ravich|Aperitivos y snacks|25.50
Cocktail de frutos secos Medina 200 g.|Medina|Aperitivos y snacks|7.80
Cocktail de frutos secos mix barbacoa Grefusa Mister Corn 195 g.|Grefusa Mister Corn|Aperitivos y snacks|6.30
Cocktail de frutos secos salado Borges 200 g.|Borges|Aperitivos y snacks|9.30
Cocktail mix natural Hacendado|Hacendado|Aperitivos y snacks|7.50
Cocktail rodeo Hacendado|Hacendado|Aperitivos y snacks, Frutos secos|6.60
Cocktail rumba Hacendado|Hacendado|Aperitivos y snacks|6.60
Conchitas de patata sabor ketchup Jumpers Vidal 100 g.|Jumpers Vidal|Aperitivos y snacks|3.60
Cortezas de lentejas ecológicas Ecocesta 65 g.|Ecocesta|Aperitivos y snacks, Salud|5.85
Cortezas de trigo  Boca Bits Matutano 84 g.|Matutano|Aperitivos y snacks|4.65
Cuquitos sabor queso Hacendado|Hacendado|Aperitivos y snacks|3.60
Cóctel frutos secos sin sal Carrefour tarrina 150 g|Carrefour|Aperitivos y snacks|6.30
Cóctel Hacendado|Hacendado|Aperitivos y snacks|5.85
Cóctel miel y chili Carrefour tarrina 200 g|Carrefour|Aperitivos y snacks|7.50
DIA cocktail natural frutos secos bolsa 125 gr|DIA|Aperitivos y snacks|5.55
DIA conos de maíz sabor queso y bacon bolsa 85 gr|DIA|Aperitivos y snacks|3.00
DIA DELICIOUS cocktail frutos secos bolsa 180 gr|DIA DELICIOUS|Aperitivos y snacks|8.55
DIA DELICIOUS mini tostas con pasas bolsa 125 gr|DIA DELICIOUS|Aperitivos y snacks|5.85
DIA galleta salada aperitivos bote 350 grs|DIA|Aperitivos y snacks, Galletas|7.50
DIA patatas fritas artesanas bolsa 2 x 150 gr|DIA|Aperitivos y snacks|6.60
DIA patatas fritas campesina bolsa 150GR|DIA|Aperitivos y snacks|3.75
DIA pipas gigantes aguasal bolsa 200 gr|DIA|Aperitivos y snacks|4.05
DIA snack cocktail bolsa 250 gr|DIA|Aperitivos y snacks, Frutos secos|4.95
DIA torreznos bolsa 120 gr|DIA|Aperitivos y snacks|5.55
DORITOS tex-mex bolsa 150 gr|DORITOS|Aperitivos y snacks|6.30
EAGLE cacahuete frito con miel y sal bolsa 75 gr|EAGLE|Aperitivos y snacks|2.85
Estrellas de maíz crujientes Carrefour 65 g.|Carrefour|Aperitivos y snacks|2.55
Garfitos de maíz sabor queso Hacendado|Hacendado|Aperitivos y snacks|3.45
GREFUSA Mister corn cocktail mix5 frutos secos bolsa 300 gr|GREFUSA|Aperitivos y snacks|8.55
Gusanitos ecológico Smileat sin gluten 38 gr|Smileat|Aperitivos y snacks|4.50
Gusanitos Risi sin gluten 85 g.|Risi|Aperitivos y snacks|3.00
Gustosines Cheetos 96 g.|Cheetos|Aperitivos y snacks|3.60
